variable,province,lisa_cluster,grid_count,share_within_province
post_festival_mobility_component,江苏,NoData,0,0.0
post_festival_mobility_component,江西,High-High,14,0.008484848484848486
post_festival_mobility_component,江西,Low-Low,688,0.416969696969697
post_festival_mobility_component,江西,High-Low,55,0.03333333333333333
post_festival_mobility_component,江西,Low-High,35,0.021212121212121213
post_festival_mobility_component,江西,Not significant,858,0.52
post_festival_mobility_component,江西,NoData,0,0.0
post_festival_mobility_component,河北,High-High,29,0.016030956329463792
post_festival_mobility_component,河北,Low-Low,620,0.3427307904919845
post_festival_mobility_component,河北,High-Low,31,0.017136539524599224
post_festival_mobility_component,河北,Low-High,50,0.027639579878385848
post_festival_mobility_component,河北,Not significant,1079,0.5964621337755666
post_festival_mobility_component,河北,NoData,0,0.0
post_festival_mobility_component,河南,High-High,28,0.017521902377972465
post_festival_mobility_component,河南,Low-Low,1237,0.7740926157697121
post_festival_mobility_component,河南,High-Low,71,0.044430538172715896
post_festival_mobility_component,河南,Low-High,42,0.026282853566958697
post_festival_mobility_component,河南,Not significant,220,0.1376720901126408
post_festival_mobility_component,河南,NoData,0,0.0
post_festival_mobility_component,浙江,High-High,230,0.23
post_festival_mobility_component,浙江,Low-Low,13,0.013
post_festival_mobility_component,浙江,High-Low,2,0.002
post_festival_mobility_component,浙江,Low-High,116,0.116
post_festival_mobility_component,浙江,Not significant,639,0.639
post_festival_mobility_component,浙江,NoData,0,0.0
post_festival_mobility_component,海南,High-High,2,0.005698005698005698
post_festival_mobility_component,海南,Low-Low,0,0.0
post_festival_mobility_component,海南,High-Low,0,0.0
post_festival_mobility_component,海南,Low-High,5,0.014245014245014245
post_festival_mobility_component,海南,Not significant,344,0.98005698005698
post_festival_mobility_component,海南,NoData,0,0.0
post_festival_mobility_component,湖北,High-High,32,0.017699115044247787
post_festival_mobility_component,湖北,Low-Low,742,0.4103982300884956
post_festival_mobility_component,湖北,High-Low,34,0.018805309734513276
post_festival_mobility_component,湖北,Low-High,53,0.0293141592920354
post_festival_mobility_component,湖北,Not significant,947,0.5237831858407079
post_festival_mobility_component,湖北,NoData,0,0.0
post_festival_mobility_component,湖南,High-High,31,0.014853857211308098
post_festival_mobility_component,湖南,Low-Low,1058,0.5069477719214183
post_festival_mobility_component,湖南,High-Low,56,0.026832774317201723
post_festival_mobility_component,湖南,Low-High,63,0.03018687110685194
post_festival_mobility_component,湖南,Not significant,879,0.42117872544321994
post_festival_mobility_component,湖南,NoData,0,0.0
post_festival_mobility_component,澳门,High-High,1,1.0
post_festival_mobility_component,澳门,Low-Low,0,0.0
post_festival_mobility_component,澳门,High-Low,0,0.0
post_festival_mobility_component,澳门,Low-High,0,0.0
post_festival_mobility_component,澳门,Not significant,0,0.0
post_festival_mobility_component,澳门,NoData,0,0.0
post_festival_mobility_component,甘肃,High-High,20,0.007939658594680429
post_festival_mobility_component,甘肃,Low-Low,49,0.01945216355696705
post_festival_mobility_component,甘肃,High-Low,3,0.0011909487892020642
post_festival_mobility_component,甘肃,Low-High,23,0.009130607383882492
post_festival_mobility_component,甘肃,Not significant,2424,0.962286621675268
post_festival_mobility_component,甘肃,NoData,0,0.0
post_festival_mobility_component,福建,High-High,65,0.05403158769742311
post_festival_mobility_component,福建,Low-Low,74,0.06151288445552785
post_festival_mobility_component,福建,High-Low,9,0.007481296758104738
post_festival_mobility_component,福建,Low-High,65,0.05403158769742311
post_festival_mobility_component,福建,Not significant,990,0.8229426433915212
post_festival_mobility_component,福建,NoData,0,0.0
post_festival_mobility_component,西藏,High-High,0,0.0
post_festival_mobility_component,西藏,Low-Low,0,0.0
post_festival_mobility_component,西藏,High-Low,19,0.008105802047781569
post_festival_mobility_component,西藏,Low-High,0,0.0
post_festival_mobility_component,西藏,Not significant,2325,0.9918941979522184
post_festival_mobility_component,西藏,NoData,0,0.0
post_festival_mobility_component,贵州,High-High,24,0.013769363166953529
post_festival_mobility_component,贵州,Low-Low,4,0.002294893861158921
post_festival_mobility_component,贵州,High-Low,0,0.0
post_festival_mobility_component,贵州,Low-High,44,0.025243832472748137
post_festival_mobility_component,贵州,Not significant,1671,0.9586919104991394
post_festival_mobility_component,贵州,NoData,0,0.0
post_festival_mobility_component,辽宁,High-High,38,0.026912181303116147
post_festival_mobility_component,辽宁,Low-Low,0,0.0
post_festival_mobility_component,辽宁,High-Low,0,0.0
post_festival_mobility_component,辽宁,Low-High,30,0.021246458923512748
post_festival_mobility_component,辽宁,Not significant,1344,0.9518413597733711
post_festival_mobility_component,辽宁,NoData,0,0.0
post_festival_mobility_component,重庆,High-High,38,0.04708798017348203
post_festival_mobility_component,重庆,Low-Low,313,0.3878562577447336
post_festival_mobility_component,重庆,High-Low,11,0.013630731102850062
post_festival_mobility_component,重庆,Low-High,45,0.055762081784386616
post_festival_mobility_component,重庆,Not significant,400,0.49566294919454773
post_festival_mobility_component,重庆,NoData,0,0.0
post_festival_mobility_component,陕西,High-High,32,0.01638504864311316
post_festival_mobility_component,陕西,Low-Low,196,0.1003584229390681
post_festival_mobility_component,陕西,High-Low,35,0.017921146953405017
post_festival_mobility_component,陕西,Low-High,41,0.020993343573988736
post_festival_mobility_component,陕西,Not significant,1649,0.844342037890425
post_festival_mobility_component,陕西,NoData,0,0.0
post_festival_mobility_component,青海,High-High,0,0.0
post_festival_mobility_component,青海,Low-Low,0,0.0
post_festival_mobility_component,青海,High-Low,9,0.004702194357366771
post_festival_mobility_component,青海,Low-High,0,0.0
post_festival_mobility_component,青海,Not significant,1905,0.9952978056426333
post_festival_mobility_component,青海,NoData,0,0.0
post_festival_mobility_component,香港,High-High,7,0.7777777777777778
post_festival_mobility_component,香港,Low-Low,0,0.0
post_festival_mobility_component,香港,High-Low,0,0.0
post_festival_mobility_component,香港,Low-High,2,0.2222222222222222
post_festival_mobility_component,香港,Not significant,0,0.0
post_festival_mobility_component,香港,NoData,0,0.0
post_festival_mobility_component,黑龙江,High-High,16,0.0045871559633027525
post_festival_mobility_component,黑龙江,Low-Low,0,0.0
post_festival_mobility_component,黑龙江,High-Low,1,0.00028669724770642203
post_festival_mobility_component,黑龙江,Low-High,28,0.008027522935779817
post_festival_mobility_component,黑龙江,Not significant,3443,0.987098623853211
post_festival_mobility_component,黑龙江,NoData,0,0.0
