variable,province,lisa_cluster,grid_count,share_within_province
festival_pre_exposure_change,湖北,Not significant,1404,0.7765486725663717
festival_pre_exposure_change,湖北,NoData,0,0.0
festival_pre_exposure_change,湖南,High-High,532,0.2546673049305888
festival_pre_exposure_change,湖南,Low-Low,21,0.010052656773575874
festival_pre_exposure_change,湖南,High-Low,43,0.0205840114887506
festival_pre_exposure_change,湖南,Low-High,26,0.01244614648157013
festival_pre_exposure_change,湖南,Not significant,1465,0.7012924844423168
festival_pre_exposure_change,湖南,NoData,2,0.0009573958831977022
festival_pre_exposure_change,澳门,High-High,0,0.0
festival_pre_exposure_change,澳门,Low-Low,1,1.0
festival_pre_exposure_change,澳门,High-Low,0,0.0
festival_pre_exposure_change,澳门,Low-High,0,0.0
festival_pre_exposure_change,澳门,Not significant,0,0.0
festival_pre_exposure_change,澳门,NoData,0,0.0
festival_pre_exposure_change,甘肃,High-High,0,0.0
festival_pre_exposure_change,甘肃,Low-Low,56,0.019080068143100513
festival_pre_exposure_change,甘肃,High-Low,1,0.00034071550255536625
festival_pre_exposure_change,甘肃,Low-High,0,0.0
festival_pre_exposure_change,甘肃,Not significant,2472,0.8422487223168654
festival_pre_exposure_change,甘肃,NoData,406,0.1383304940374787
festival_pre_exposure_change,福建,High-High,22,0.018257261410788383
festival_pre_exposure_change,福建,Low-Low,80,0.06639004149377593
festival_pre_exposure_change,福建,High-Low,19,0.015767634854771784
festival_pre_exposure_change,福建,Low-High,2,0.0016597510373443983
festival_pre_exposure_change,福建,Not significant,1080,0.8962655601659751
festival_pre_exposure_change,福建,NoData,2,0.0016597510373443983
festival_pre_exposure_change,西藏,High-High,0,0.0
festival_pre_exposure_change,西藏,Low-Low,19,0.004432003732213669
festival_pre_exposure_change,西藏,High-Low,0,0.0
festival_pre_exposure_change,西藏,Low-High,0,0.0
festival_pre_exposure_change,西藏,Not significant,2382,0.5556333100069979
festival_pre_exposure_change,西藏,NoData,1886,0.4399346862607884
festival_pre_exposure_change,贵州,High-High,0,0.0
festival_pre_exposure_change,贵州,Low-Low,180,0.10327022375215146
festival_pre_exposure_change,贵州,High-Low,0,0.0
festival_pre_exposure_change,贵州,Low-High,0,0.0
festival_pre_exposure_change,贵州,Not significant,1563,0.8967297762478486
festival_pre_exposure_change,贵州,NoData,0,0.0
festival_pre_exposure_change,辽宁,High-High,167,0.11827195467422097
festival_pre_exposure_change,辽宁,Low-Low,38,0.026912181303116147
festival_pre_exposure_change,辽宁,High-Low,8,0.0056657223796034
festival_pre_exposure_change,辽宁,Low-High,20,0.014164305949008499
festival_pre_exposure_change,辽宁,Not significant,1179,0.8349858356940509
festival_pre_exposure_change,辽宁,NoData,0,0.0
festival_pre_exposure_change,重庆,High-High,46,0.057001239157372985
festival_pre_exposure_change,重庆,Low-Low,50,0.061957868649318466
festival_pre_exposure_change,重庆,High-Low,23,0.028500619578686492
festival_pre_exposure_change,重庆,Low-High,3,0.0037174721189591076
festival_pre_exposure_change,重庆,Not significant,685,0.8488228004956629
festival_pre_exposure_change,重庆,NoData,0,0.0
festival_pre_exposure_change,陕西,High-High,243,0.12291350531107739
festival_pre_exposure_change,陕西,Low-Low,0,0.0
festival_pre_exposure_change,陕西,High-Low,0,0.0
festival_pre_exposure_change,陕西,Low-High,51,0.025796661608497723
festival_pre_exposure_change,陕西,Not significant,1660,0.8396560445118867
festival_pre_exposure_change,陕西,NoData,23,0.01163378856853819
festival_pre_exposure_change,青海,High-High,0,0.0
festival_pre_exposure_change,青海,Low-Low,57,0.02024866785079929
festival_pre_exposure_change,青海,High-Low,0,0.0
festival_pre_exposure_change,青海,Low-High,0,0.0
festival_pre_exposure_change,青海,Not significant,1879,0.6674955595026643
festival_pre_exposure_change,青海,NoData,879,0.3122557726465364
festival_pre_exposure_change,香港,High-High,0,0.0
festival_pre_exposure_change,香港,Low-Low,9,1.0
festival_pre_exposure_change,香港,High-Low,0,0.0
festival_pre_exposure_change,香港,Low-High,0,0.0
festival_pre_exposure_change,香港,Not significant,0,0.0
festival_pre_exposure_change,香港,NoData,0,0.0
festival_pre_exposure_change,黑龙江,High-High,0,0.0
festival_pre_exposure_change,黑龙江,Low-Low,196,0.051633298208640675
festival_pre_exposure_change,黑龙江,High-Low,0,0.0
festival_pre_exposure_change,黑龙江,Low-High,0,0.0
festival_pre_exposure_change,黑龙江,Not significant,3308,0.8714436248682824
festival_pre_exposure_change,黑龙江,NoData,292,0.07692307692307693
