region,festival_pre_mobility_component,festival_pre_pollution_component,festival_pre_interaction_component,festival_pre_decomposed_total_change,festival_pre_actual_total_change,post_festival_mobility_component,post_festival_pollution_component,post_festival_interaction_component,post_festival_decomposed_total_change,post_festival_actual_total_change,grid_count
China,48562993909.240555,366350046359.3377,41835692592.31418,456748732860.89246,456748732860.89246,-52407122260.99979,-579303830352.7917,35485223118.43757,-596225729495.3539,-596225729495.354,59918
